from,till,country,province,locality,where,title,desc,result,link
1941-08-15,,,,,"Brest Province, BLR",Brest Fortress still standing,"Nazi press publish a photo of soldiers with flamethrowers trying to smoke out Brest Fortress defenders from basements. Half-blind, hungry, thirsty, bleeding,  ",,
1941-08-15,,russia,novgorod,v-novgorod,,,Немецкий 1-й армейский корпус ворвался в Новгород.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#15_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._55-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-15,,ukraine,kiev,kiev,,,Противник перешёл к обороне на фронте 5-й армии. 37-я армия почти полностью восстановили прежнее положение. 26-я армия отошла за Днепр.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#15_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._55-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-15,,russia,,,,,"Опубликованы сообщения: коллективы рабочих ленинградских заводов «Большевик», «Электросила» имени Кирова, московского завода «Динамо» и некоторых других решили отчислять ежемесячно в Фонд обороны однодневный заработок.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#15_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._55-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-15,,russia,crimea,,,,Для обороны Крыма создана 51-я армия Ф. И. Кузнецова.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#15_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._55-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-15,,russia,moscow,moscow,,,"В течение ночи на 15 августа наши войска вели упорные бои с противником на Кексгольмском, Старорусском, Смоленском направлениях и на Эстонском участке фронта.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#15_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._55-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-16,1944-03-28,ukraine,nikolayev,nikolayev,,Occupation of Nikolayev,,,https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B0#.D0.92.D0.B5.D0.BB.D0.B8.D0.BA.D0.B0.D1.8F_.D0.9E.D1.82.D0.B5.D1.87.D0.B5.D1.81.D1.82.D0.B2.D0.B5.D0.BD.D0.BD.D0.B0.D1.8F_.D0.B2.D0.BE.D0.B9.D0.BD.D0.B0
1941-08-16,,russia,moscow,moscow,,,"Состоялось заседание ЦК ВКП(б) и Совнаркома СССР. ЦК ВКП(б) и СНК СССР приняли «Военно-хозяйственный план на IV квартал 1941 года и на 1942 год по районам Поволжья, Урала, Западной Сибири, Казахстана и Средней Азии». Также принято решение о строительстве железнодорожной линии от Астрахани до Кизляра.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#16_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._56-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-16,,russia,moscow,moscow,,,"заключено соглашение между СССР и Великобританией о товарообороте, кредите и клиринге.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#16_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._56-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-16,,russia,moscow,moscow,,Order 270,"Принят Приказ № 270 Ставки ВГК о борьбе с трусами, дезертирами и паникёрами. В нём отмечалось, что, наряду с высокой стойкостью советских войск, имеют место позорные факты сдачи в плен не только среди красноармейцев, но и среди начальствующего состава. В приказной части требовалось драться до последней возможности, а сдающихся в плен уничтожать всеми средствами. Семьи сдавшихся в плен красноармейцев приказывалось лишать государственного пособия и помощи.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#16_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._56-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-16,,russia,leningrad,kingisepp,,,Немецкие 26-й и 38-й армейские корпуса начали штурм Нарвы. 41-й мотокорпус занял станцию Волосово в 40 км от Красногвардейска. Советские войска оставили город Кингисепп.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#16_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._56-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-16,,russia,smolensk,,,,Начались оборонительные бои на черниговском и конотопском направлениях против 2-й немецкой танковой группы и 2-й армии. Ставка ВГК создала Брянский фронт и приказала ему нанести контрудар по 2-й танковой группе врага и разгромить её.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#16_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._56-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-16,,ukraine,nikolayev,nikolayev,,,Части 9-й армии вырвались из окружения в районе Николаева и отошли за реку Ингулец,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#16_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._56-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-16,,russia,moscow,moscow,,Совинформбюро,В течение 16 августа наши войска продолжали вести бои с противником на всём фронте.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#16_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._56-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-17,1944-07-26,estonia,,narva,,Occupation of Narva,,,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%B2%D0%B0#.D0.98.D1.81.D1.82.D0.BE.D1.80.D0.B8.D1.8F
1941-08-17,,estonia,,narva,,,Немецкие войска заняли Нарву.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#17_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._57-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-17,,ukraine,nikolayev,nikolayev,,,Войска Группы армий «Юг» заняли Николаев. 17 августа начались бои на подступах к Днепропетровску.,,
1941-08-17,,russia,moscow,moscow,,,В течение 17 августа наши войска продолжали вести ожесточённые бои с противником на всем фронте. После упорных боев наши войска оставили города Николаев и Кривой Рог. Николаевские верфи взорваны.,,https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D0%B2%D0%B0#.D0.98.D1.81.D1.82.D0.BE.D1.80.D0.B8.D1.8F
1941-08-18,,belarus,gomel,gomel,,,Группа армий «Центр» обошла Гомель с востока.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#18_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0_58-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-18,,ukraine,nikolayev,ochakov,,,Группа армий «Юг» вышла на Черноморское побережье у Очакова. 1-я танковая группа продвигается к Никополю.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#18_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0_58-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-18,,germany,,berlin,,,"«У противника появилось оружие массированного огня, подобное нашему шестиствольному миномету. Калибр — 12,5 см, дальность стрельбы — 2—3 км. Может быть, это ракеты (так называемые „сталинские органы“)».",,
1941-08-18,,ukraine,zaporozhye,zaporozhye,,,Вечером 18 августа была взорвана плотина ДнепроГЭСа.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#18_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0_58-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-18,,russia,moscow,moscow,,Совинформбюро,В течение 18 августа наши войска продолжали вести ожесточённые бои с противником на всём фронте. После упорных боёв наши войска оставили гор. Кингисепп.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#18_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0_58-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-19,1943-11-26,belarus,gomel,gomel,,Occupation of Gomel,Germans are demolishing the city.,Nearly 80% of the city is demolished,https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%BC%D0%B5%D0%BB%D1%8C#.D0.A1.D0.BE.D0.B2.D0.B5.D1.82.D1.81.D0.BA.D0.B8.D0.B9_.D0.BF.D0.B5.D1.80.D0.B8.D0.BE.D0.B4
1941-08-19,1944-03-13,ukraine,herson,herson,,Оккупация Херсона,,,https://ru.wikipedia.org/wiki/%D0%A5%D0%B5%D1%80%D1%81%D0%BE%D0%BD#1918.E2.80.941991
1941-08-19,,russia,novgorod,v-novgorod,,,Советские войска оставили Новгород и отошли за реку Малый Волховец.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#19_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._59-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-19,,ukraine,kiev,,,,Ставка ВГК разрешила отвести 5-ю армию Юго-Западного фронта за Днепр.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#19_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._59-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-19,,ukraine,zaporozhye,zaporozhye,,,1-я танковая группа вышла в район 1 км западнее плотины у Запорожья.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#19_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._59-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-19,,ukraine,dnepropetrovsk,dnepropetrovsk,,,Войска Резервной армии Южного фронта начали отражения атак 3 мк вермахта под Днепропетровском.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#19_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._59-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-19,,ukraine,herson,herson,,,"Войска 9-й и 18-й армий Южного фронта отступили за реку Днепр на фронте Никополь, Херсон, удержав на правом берегу реки плацдармы в районах Берислава и Херсона. Войска противника оккупировали город Херсон.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#19_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._59-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-19,,russia,moscow,moscow,,,"19 августа Ставка образовала Одесский оборонительный район, включив в него войска Приморской армии и Одесской военно-морской базы. Командующим оборонительным районом был назначен командир Одесской военно-морской базы контр-адмирал Г. В. Жуков.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#19_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._59-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-19,,russia,moscow,moscow,,," В течение 19 августа наши войска вели бои с противником на всём фронте, особенно упорные на Кингисеппском, Новгородском, Гомельском и Одесском направлениях.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#19_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._59-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-20,1944-11-10,ukraine,,,,Рейхскомиссариат Украина,Административно-территориальная единица в составе нацистской Германии (Третьего рейха) под немецкой администрацией на оккупированной немецкими войсками территории Украинской ССР.,,https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B9%D1%85%D1%81%D0%BA%D0%BE%D0%BC%D0%B8%D1%81%D1%81%D0%B0%D1%80%D0%B8%D0%B0%D1%82_%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B0
1941-08-20,,,,,"Brest Province, BLR",Brest Fortress finally succumbs,After DEU spent 3 day on a clearing operation,,http://www.aif.ru/society/history/ya_umirayu_no_ne_sdayus_kogda_pogib_posledniy_zashchitnik_brestskoy_kreposti
